"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price_euros"
1040,"HP","ProBook 650","Notebook","14.0","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.31kg",1189
1017,"HP","Probook 440","Notebook","14.0","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.64kg",779
577,"HP","ZBook 17","Workstation","17.3","1600x900","Intel Core i5 7440HQ 2.8GHz","8GB","500GB HDD","Nvidia Quadro M1200","Windows 10","3.14kg",1860.99
655,"Razer","Blade Pro","Gaming","14.0","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD","Nvidia GeForce GTX 1060","Windows 10","1.95kg",2599
682,"HP","Pavilion X360","2 in 1 Convertible","14.0","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Nvidia GeForce 940MX","Windows 10","1.63kg",699
463,"Dell","Alienware 17","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.7GHz","8GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.42kg",2046
12,"HP","250 G6","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","No OS","1.86kg",344.99
296,"Asus","FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","3kg",1187
780,"Samsung","Notebook 9","2 in 1 Convertible","15.0","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","AMD Radeon 540","Windows 10","1.71kg",1799
846,"Toshiba","Satellite Pro","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.0kg",669
1296,"Dell","Inspiron 3552","Notebook","15.6","1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","500GB HDD","Intel HD Graphics","Windows 10","2.20kg",379
110,"Asus","UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce","Ultrabook","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.3kg",1193
479,"Google","Pixelbook (Core","Ultrabook","12.3","Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz","8GB","128GB SSD","Intel HD Graphics 615","Chrome OS","1.1kg",1275
388,"Asus","ROG Strix","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.3kg",1655
971,"HP","ProBook x360","2 in 1 Convertible","11.6","Touchscreen 1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","256GB SSD","Intel HD Graphics 505","Windows 10","1.45kg",775
212,"Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg",1449
53,"HP","255 G6","Notebook","15.6","Full HD 1920x1080","AMD A6-Series 9220 2.5GHz","4GB","256GB SSD","AMD Radeon R4 Graphics","Windows 10","1.86kg",398.49
458,"Dell","Precision 3520","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","256GB SSD","Nvidia Quadro M620","Windows 10","2.17kg",1975
794,"MSI","GS43VR 7RE","Gaming","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","1.6kg",1891
970,"Dell","XPS 13","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 7Y54 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.24kg",1899
461,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.36kg",979
547,"Dell","XPS 13","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg",1399
1213,"HP","Pavilion Power","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.21kg",1327
464,"Microsoft","Surface Laptop","Ultrabook","13.5","Touchscreen 2256x1504","Intel Core M m3-7Y30 2.2GHz","4GB","128GB SSD","Intel HD Graphics 615","Windows 10 S","1.252kg",989
814,"HP","EliteBook 820","Netbook","12.5","1366x768","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.26kg",1389
385,"Acer","Aspire 7","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Linux","2.4kg",846
1171,"Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050Ti","Windows 10","2.62kg",1199
518,"Acer","Aspire A515-51G","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","500GB HDD","Nvidia GeForce 940MX","Windows 10","2.2kg",639
432,"Dell","Inspiron 7577","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg",1159
1057,"Lenovo","Thinkpad L560","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.3kg",1049.6
715,"Lenovo","ThinkPad P51s","Workstation","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","512GB SSD","Nvidia Quadro M520M","Windows 7","2.18kg",1855
366,"HP","250 G6","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.86kg",439
538,"Toshiba","Satellite Pro","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.0kg",860
1182,"HP","250 G4","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","No OS","2.1kg",476.99
400,"MSI","Leopard GP72M","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.7kg",1349
808,"Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","8GB","256GB SSD","AMD Radeon R5 M420X","Windows 10","2kg",739
331,"Lenovo","IdeaPad 120S-14IAP","Notebook","14.0","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.44kg",292
259,"Acer","Aspire 5","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i3 7130U 2.7GHz","4GB","256GB SSD","Nvidia GeForce MX130","Windows 10","3kg",702
605,"Dell","Latitude 5289","2 in 1 Convertible","12.5","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.34kg",1670
856,"HP","Chromebook X360","2 in 1 Convertible","11.6","Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Chrome OS","1.4kg",615
1110,"Acer","Aspire F5-573G","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 950M","Windows 10","2.4kg",799
1309,"Acer","Aspire ES1-531","Notebook","15.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB HDD","Intel HD Graphics 400","Linux","2.4kg",289
380,"Dell","Inspiron 5379","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.62kg",869.01
426,"Lenovo","ThinkPad E480","Ultrabook","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon RX 550","Windows 10","1.75kg",1215.38
1124,"Asus","Rog GL552VW-CN470T","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.59kg",1339
821,"Samsung","Notebook 9","Ultrabook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","0.81kg",1499
504,"HP","EliteBook 840","Notebook","14.0","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","1TB SSD","Intel HD Graphics 620","Windows 10","1.48kg",1749
822,"Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce GT 940MX","Windows 10","1.98kg",961
79,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","Intel UHD Graphics 620","Windows 10","2.02kg",855
1060,"HP","EliteBook 1040","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.43kg",1469
418,"Lenovo","Thinkpad T470p","Ultrabook","14.0","IPS Panel Full HD 2560x1440","Intel Core i7 7700HQ 2.8GHz","8GB","512GB SSD","Nvidia GeForce GT 940MX","Windows 10","1.7kg",1943
1320,"Asus","X553SA-XX031T (N3050/4GB/500GB/W10)","Notebook","15.6","1366x768","Intel Celeron Dual Core N3050 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",369
993,"Asus","Rog GL753VE-DS74","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.99kg",1749
923,"Dell","Latitude 5480","Notebook","14.0","Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",1205
600,"Samsung","Notebook Odyssey","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",1699
390,"Asus","Zenbook Flip","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.1kg",1748.9
1176,"Lenovo","B51-80 (i5-6200U/8GB/1008GB/Radeon","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","1.0TB Hybrid","AMD Radeon R5 M330","Windows 10","2.5kg",788.49
610,"MSI","Laptop MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10","4.14kg",2199
1085,"Dell","Latitude 3570","Notebook","15.6","1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.06kg",481.98
639,"Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg",1479
977,"Toshiba","Portege X20W-D-10V","Ultrabook","12.5","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.1kg",1790
467,"Acer","Aspire E5-576G","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","2.23kg",544
607,"HP","EliteBook 850","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.84kg",1219
208,"Dell","Precision 7520","Workstation","15.6","4K Ultra HD 3840x2160","Intel Xeon E3-1505M V6 3GHz","16GB","256GB SSD +  1TB HDD","Nvidia Quadro M1200","Windows 10","2.8kg",3055
1103,"HP","Chromebook 13","Notebook","13.3","Quad HD+ 3200x1800","Intel Pentium Dual Core 4405Y 1.5GHz","4GB","32GB Flash Storage","Intel HD Graphics 515","Chrome OS","1.29kg",615
658,"Asus","ROG G701VI","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","32GB","512GB SSD","Nvidia GeForce GTX 1080","Windows 10","3.8kg",2799
936,"HP","Envy 13-AB077cl","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.39kg",1149
50,"Asus","X751NV-TY001T (N4200/4GB/1TB/GeForce","Notebook","17.3","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.8kg",466
645,"Lenovo","IdeaPad 100S-14IBR","Notebook","14.0","1366x768","Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.42kg",249
470,"Lenovo","IdeaPad 510s-14IKB","Notebook","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","AMD Radeon R7 M460","No OS","1.5kg",799
435,"HP","Omen 17-w207nv","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","3.35kg",1999
28,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",800
918,"HP","Elitebook 820","Netbook","12.5","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.26kg",1483
330,"Acer","Aspire 5","Notebook","15.6","1366x768","AMD A12-Series 9720P 2.7GHz","8GB","256GB SSD","AMD Radeon RX 540","Windows 10","2.2kg",659
566,"Dell","Vostro 3568","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows 10","2.18kg",617.9
841,"Asus","VivoBook Max","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 920","Linux","2.1kg",519
55,"Acer","Aspire 3","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.4kg",384
1135,"Vero","V131 (X5-Z8350/4GB/32GB/FHD/W10)","Notebook","13.3","Full HD 1920x1080","Intel Atom X5-Z8350 1.44GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.35kg",196
394,"Dell","Precision 5520","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","8GB","256GB SSD","Nvidia Quadro M1200","Windows 10","2kg",2135
64,"Asus","UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10)","Notebook","14.0","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.4kg",941
86,"Acer","Aspire 3","Notebook","15.6","1366x768","AMD A9-Series 9420 3GHz","4GB","1TB HDD","AMD Radeon R5","Windows 10","2.1kg",395
1236,"Lenovo","IdeaPad Y700-15ISK","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960<U+039C>","Windows 10","2.6kg",1272
98,"Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R5 M430","Linux","2.2kg",599.9
778,"Acer","Aspire A315-31","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Linux","2.1kg",298
837,"Acer","Chromebook 11","Netbook","11.6","IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.35kg",355
626,"Acer","CB5-132T-C9KK (N3160/4GB/32GB/Chrome","2 in 1 Convertible","11.6","IPS Panel Touchscreen 1366x768","Intel Celeron Quad Core N3160 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.25kg",379
225,"Dell","Inspiron 3576","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 520","Linux","2.2kg",677.35
17,"Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","AMD Radeon R5 M430","Windows 10","2.2kg",745
87,"Dell","Inspiron 7577","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.65kg",1349
